domain_ar,program_name_ar,specialization_ar,program_code,institution_ar,university_ar,bac_type_ar,formula_T,cutoff_2024
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,110.001
,العلوم التقنية,,,,,العلوم التقنية,FG+M,129.23
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,95.685
,-التسويق -المالية -المحاسبة -التصرف في الموارد البشرية,,43318,,,,FG+M,94.032
,علوم تجريبية,,,,,علوم تجريبية,FG+M,132.268
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,125.215
,العلوم التقنية,,,,,العلوم التقنية,FG+M,147.635
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,97.521
,-إدارة الأعمال -التسويق -المالية -المحاسبة -التصرف اللوجستي والإنتاج,,50318,,,,FG+M,92.413
,علوم تجريبية,,,,,علوم تجريبية,FG+M,112.776
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,110.916
,العلوم التقنية,,,,,العلوم التقنية,FG+M,147.082
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,90.92
,-إدارة الأعمال -التسويق -المالية -المحاسبة -التصرف في الموارد البشرية -التصرف اللوجستي والإنتاج,,60318,,,,FG+M,92.267
,علوم تجريبية,,,,,علوم تجريبية,FG+M,116.657
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,96.733
,العلوم التقنية,,,,,العلوم التقنية,FG+M,125.27
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,87.707
,المعهد العالي للإعلامية والتصرف بالقيروان (جامعة القيروان ),,70318,,,,FG+M,92.627
,علوم تجريبية,,,,,علوم تجريبية,FG+M,115.365
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,100.425
,العلوم التقنية,,,,,العلوم التقنية,FG+M,129.952
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,100.905
,كلية العلوم القانونية والاقتصادية والتصرف بجندوبة (جامعة جندوبة),,80318,,,كلية العلوم القانونية والاقتصادية والتصرف بجندوبة (جامعة جندوبة),FG+M,95.0
,علوم تجريبية,,,,,علوم تجريبية,FG+M,112.222
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,97.71
,العلوم التقنية,,,,,العلوم التقنية,FG+M,106.865
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,98.135
,المعهد الوطني للشغل والد ارسات الاجتماعية بتونس (جامعة قرطاج),,10347,,,,FG+HG,102.44
,3 سنوات (امد),,,,,,FG+PH,121.665
,علوم تجريبية,,,,,علوم تجريبية,FG+PH,118.377
,إقتصاد وتصرف,,,,,,FG+HG,106.455
,العلوم التقنية,,,,,العلوم التقنية,FG+PH,91.7
,علوم الإعلامية,,,,,علوم الإعلامية,FG+PH,107.92
,-التسويق -المالية -المحاسبة -تحليل الأعمال -تكنولوجيا المعلومات,,10377,,,,"FG+Max((Ang-15),0)+Max((M-12),0)",166.185
,تدرس باللغ ة بالانقليزية,,,,,علوم تجريبية,"FG+Max((Ang-15),0)+Max((M-12),0)",163.255
,شعبة تتطلب اختبار,,,,,,"FG+Max((Ang-15),0)+Max((M-12),0)",173.875
,العلوم التقنية,,,,,العلوم التقنية,"FG+Max((Ang-15),0)+Max((M-12),0)",164.795
,علوم الإعلامية,,,,,علوم الإعلامية,"FG+Max((Ang-15),0)+Max((M-12),0)",170.935
,المعهد العالي للد ارسات التكنولوجية برداس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,10391,,,,FG+M,171.475
,3 سنوات (امد),,,,,علوم تجريبية,FG+M,137.634
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,129.27
,العلوم التقنية,,,,,العلوم التقنية,FG+M,133.943
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,140.523
,-التصرف الصناعي -النقل والخدمات اللوجستية -التصرف في الجودة، الصحة، السلامة والمحيط -إدارة الأعمال,,11391,,,,FG+M,156.284
,علوم تجريبية,,,,,علوم تجريبية,FG+M,134.371
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,125.859
,العلوم التقنية,,,,,العلوم التقنية,FG+M,133.081
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,161.03
,المعهد العالي للد ارسات التكنولوجية ببنزرت (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,21391,,,,FG+M,155.99
,علوم تجريبية,,,,,علوم تجريبية,FG+M,124.86
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,118.101
,العلوم التقنية,,,,,العلوم التقنية,FG+M,136.9
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,145.493
,المعهد العالي للد ارسات التكنولوجية بنابل (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,22391,,,,FG+M,132.68
,علوم تجريبية,,,,,علوم تجريبية,FG+M,102.535
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,113.515
,العلوم التقنية,,,,,العلوم التقنية,FG+M,136.281
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,127.705
,المعهد العالى للد ارسات التكنولوجية بزغوان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,24391,,,,FG+M,121.08
,علوم تجريبية,,,,,علوم تجريبية,FG+M,115.255
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,104.37
,العلوم التقنية,,,,,العلوم التقنية,FG+M,126.88
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,129.08
,المعهد العالي للد ارسات التكنولوجية بسوسة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,30391,,,,FG+M,155.005
,علوم تجريبية,,,,,علوم تجريبية,FG+M,105.791
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,122.852
,العلوم التقنية,,,,,العلوم التقنية,FG+M,158.82
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,133.395
,المعهد العالي للد ارسات التكنولوجية بالمهدية (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,36391,,,,FG+M,124.815
,علوم تجريبية,,,,,علوم تجريبية,FG+M,117.09
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,121.32
,العلوم التقنية,,,,,العلوم التقنية,FG+M,146.932
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,119.803
,المعهد العالي للد ارسات التكنولوجية بصفاقس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,40391,,,,FG+M,123.831
,علوم تجريبية,,,,,علوم تجريبية,FG+M,121.98
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,107.765
,العلوم التقنية,,,,,العلوم التقنية,FG+M,152.427
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,100.545
,المعهد العالي للد ارسات التكنولوجية بجربة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,54391,,,,FG+M,149.757
,علوم تجريبية,,,,,علوم تجريبية,FG+M,117.812
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,104.373
,العلوم التقنية,,,,,العلوم التقنية,FG+M,128.036
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,116.678
,المعهد العالي للد ارسات التكنولوجية بمدنين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,55391,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,118.485
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,73.18
,العلوم التقنية,,,,,العلوم التقنية,FG+M,100.72
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,105.122
,المعهد العالى للد ارسات التكنولوجية بقبلي (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,56391,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,95.455
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,73.985
,العلوم التقنية,,,,,العلوم التقنية,FG+M,93.447
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,88.928
,المعهد العالي للد ارسات التكنولوجية بقفصة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,60391,,,,FG+M,118.492
,علوم تجريبية,,,,,علوم تجريبية,FG+M,108.462
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,66.007
,العلوم التقنية,,,,,العلوم التقنية,FG+M,115.239
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,98.893
,المعهد العالي للد ارسات التكنولوجية بالقيروان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,70391,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,110.365
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,96.66
,العلوم التقنية,,,,,العلوم التقنية,FG+M,116.115
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,98.975
,المعهد العالي للد ارسات التكنولوجية بالقصرين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,73391,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,122.549
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,87.917
,العلوم التقنية,,,,,العلوم التقنية,FG+M,106.893
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,112.555
,المعهد العالى للد ارسات التكنولوجية بالكاف (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,82391,,,,FG+M,106.875
,علوم تجريبية,,,,,علوم تجريبية,FG+M,116.379
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,104.015
,العلوم التقنية,,,,,العلوم التقنية,FG+M,131.364
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,107.965
,المعهد العالى للد ارسات التكنولوجية بسليانة (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,86391,,,,FG+M,89.683
,علوم تجريبية,,,,,علوم تجريبية,FG+M,116.523
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,98.815
,العلوم التقنية,,,,,العلوم التقنية,FG+M,113.225
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,104.3
,المعهد العالي للد ارسات التكنولوجية ب اردس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,10394,,,,FG+M,152.341
,3 سنوات (امد),,,,,علوم تجريبية,FG+M,141.422
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,136.81
,العلوم التقنية,,,,,العلوم التقنية,FG+M,128.357
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,140.486
,المعهد العالي للد ارسات التكنولوجية ببنزرت (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,21394,,,,FG+M,116.37
,علوم تجريبية,,,,,علوم تجريبية,FG+M,128.796
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,120.081
,العلوم التقنية,,,,,العلوم التقنية,FG+M,125.93
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,118.037
,المعهد العالي للد ارسات التكنولوجية بنابل (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,22394,,,,FG+M,122.585
,علوم تجريبية,,,,,علوم تجريبية,FG+M,121.97
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,121.723
,العلوم التقنية,,,,,العلوم التقنية,FG+M,127.442
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,123.41
,المعهد العالى للد ارسات التكنولوجية بزغوان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,24394,,,,FG+M,87.175
,علوم تجريبية,,,,,علوم تجريبية,FG+M,120.74
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,111.7
,العلوم التقنية,,,,,العلوم التقنية,FG+M,121.65
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,111.49
,المعهد العالي للد ارسات التكنولوجية قصر هلال (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,34394,,,,FG+M,103.424
,علوم تجريبية,,,,,علوم تجريبية,FG+M,126.426
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,117.588
,العلوم التقنية,,,,,العلوم التقنية,FG+M,141.903
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,107.38
,المعهد العالي للد ارسات التكنولوجية بالمهدية (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,36394,,,,FG+M,130.685
,علوم تجريبية,,,,,علوم تجريبية,FG+M,127.095
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,127.09
,العلوم التقنية,,,,,العلوم التقنية,FG+M,120.53
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,115.53
,المعهد العالي للد ارسات التكنولوجية بصفاقس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,40394,,,,FG+M,100.283
,علوم تجريبية,,,,,علوم تجريبية,FG+M,120.055
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,111.385
,العلوم التقنية,,,,,العلوم التقنية,FG+M,128.17
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,102.825
,المعهد العالي للد ارسات التكنولوجية بقابس (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,50394,,,,FG+M,91.957
,علوم تجريبية,,,,,علوم تجريبية,FG+M,109.57
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,105.74
,العلوم التقنية,,,,,العلوم التقنية,FG+M,116.08
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,108.135
,المعهد العالي للد ارسات التكنولوجية بمدنين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,55394,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,113.693
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,90.494
,العلوم التقنية,,,,,العلوم التقنية,FG+M,97.238
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,89.99
,المعهد العالي للد ارسات التكنولوجية بتطاوين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,57394,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,93.668
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,76.399
,العلوم التقنية,,,,,العلوم التقنية,FG+M,109.82
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,91.702
,المعهد العالي للد ارسات التكنولوجية بالقيروان (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,70394,,,,FG+M,96.06
,علوم تجريبية,,,,,علوم تجريبية,FG+M,115.22
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,99.97
,العلوم التقنية,,,,,العلوم التقنية,FG+M,104.53
,علوم الإعلامية,,,,,علوم الإعلامية,FG+M,101.357
,المعهد العالي للد ارسات التكنولوجية بالقصرين (الإدارة العامة للدّ ارسات التّكنولوجيّة ),,73394,,,,FG+M,
,علوم تجريبية,,,,,علوم تجريبية,FG+M,113.566
,إقتصاد وتصرف,,,,,,FG+(M+Ge)/2,100.582
,العلوم التقنية,,,,,العلوم التقنية,FG+M,99.305
